"ID"	"NRow"	"NCol"	"NLinks"	"Connectance"	"NComp"	"LargeCompSize"	"nLargeComp"	"SA_NMod"	"SA_Modularity"	"FG_NMod"	"FG_Modularity"	"FG_PNull"	"MS_congr"	"MS_mean"	"MS_sd"	"MS_pval"	"n_m6"	"n_m6_mod"	"mean_m6_mod"	"sd_m6_mod"	"p_m6_mod"	"n_m6_sect"	"mean_m6_sect"	"sd_m6_sect"	"p_m6_sect"	"n_m6_ms"	"mean_m6_ms"	"sd_m6_ms"	"p_m6_ms"
"122"	"Herb_Muller1999"	26	25	47	0.0723	13	14	1	2	0.24	2	0.23875	0.7	1	0.117473	0.146186380106796	0.004	28	28	2.541	7.064	0.015	28	2.233	6.627	0.01	28	3.71	8.29176907200353	0.02
"123"	"Herb_Nakagawa2003_96"	20	29	109	0.1879	1	49	1	6	0.334231	6	0.312095	0.83	0.74	0.106138	0.0647858175695743	0	473	28	1.771	3.058	0.002	265	78.052	64.11	0.016	26	1.45	2.53211693284812	0
"124"	"Herb_Nakagawa2003_98"	13	37	91	0.1892	1	50	1	6	0.396933	6	0.370789	0.83	0.325	0.104262	0.0600660576972327	0.004	189	12	0.564	1.172	0.001	104	61.648	30.812	0.103	4	0.2	0.492365963917331	0
"125"	"Herb_Novotny2005"	30	29	48	0.0552	14	13	1	4	0.357143	4	0.329082	0.97	1	0.261078	0.172237207279878	0.002	3	0	0.033	0.21	1	0	0.274	0.658	1	0	0.03	0.171446607997765	1
"126"	"Herb_Novotny2012"	38	544	1832	0.0886	1	582	1	5	0.436927	7	0.441304	0	0.415	0.006821	0.00485185526365941	0	73287	25574	1749.862	483.831	0	20754	9159.026	1050.357	0	8290	627.7	242.28122485903	0
"127"	"Herb_Pearse&Alterm"	759	900	5219	0.0076	12	1637	1	13	0.552863	19	0.512735	0	0.316	0.007245	0.00302293121210409	0	113222	53475	686.033	371.356	0	111806	88109.207	9531.004	0	53155	615.36	330.573683163073	0
"128"	"Herb_Prado&Lewin"	81	35	163	0.0575	2	113	1	6	0.626365	8	0.618688	0	1	0.045484	0.0280148634938059	0	108	46	0.584	1.294	0	106	52.605	23.829	0	46	0.69	1.53540702990274	0
"129"	"Herb_Rathcke1976_70"	7	10	22	0.3143	2	15	1	4	0.340136	4	0.309524	0.53	0.799	0.230238	0.162295616771443	0.007	10	1	0.043	0.203	0.043	5	0.871	1.155	0.017	0	0	0	1
"130"	"Herb_Rathcke1976_71"	7	11	21	0.2727	2	16	1	4	0.395	4	0.38625	0.32	0.873	0.194687	0.141042412036213	0	5	2	0.06	0.246	0.002	4	0.526	0.829	0.015	2	0.05	0.21904291355759	0
"131"	"Herb_Stary&Hav"	101	92	146	0.0157	52	42	1	6	0.622449	5	0.617914	0.84	1	0.121887	0.0712364714585574	0	1	0	0.012	0.109	1	1	0.303	0.46	0.303	0	0	0	1
"132"	"Herb_Tavakilian1997"	302	353	1002	0.0094	37	559	1	12	0.749479	24	0.753566	0	0.248	0.019823	0.00825674541480145	0	1356	1137	1.485	2.195	0	1355	1091.423	108.618	0	1136	1.08	1.49531254122996	0
"133"	"Herb_Tscharnatke2001"	10	16	19	0.1187	8	9	1	4	0.333333	3	0.32716	0.75	1	0.428913	0.244041360462969	0.081	1	0	0	0	1	1	0.157	0.364	0.157	0	0	0	1
"134"	"Herb_Ueckert&Hans"	40	14	152	0.2714	1	54	1	3	0.344529	3	0.30512	0	0.934	0.052937	0.0470372994392593	0	1521	478	44.458	31.883	0	809	142.828	87.865	0	476	43.98	28.0659324743819	0
"135"	"holmfeldt"	22	46	418	0.413	2	66	1	4	0.186912	3	0.160945	0	0.476	0.046961	0.0363446889574724	0	16933	2267	392.4	115.669	0	4291	1964.668	231.575	0	1056	228.86	81.0005636593432	0
"136"	"IZ_PA_COLpen"	5	6	7	0.2333	4	4	1	2	0.222222	2	0.166667	1	1	0.508	0.500186151533793	0.508	0	0	0	0	1	0	0	0	1	0	0	0	1
"137"	"IZ_PA_DIM10"	9	8	9	0.125	8	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"138"	"IZ_PA_DIM100"	7	9	11	0.1746	5	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"139"	"IZ_PA_FLO"	8	13	17	0.1635	5	8	1	3	0.25	2	0.25	0.86	0.75	0.315165	0.270666858561079	0.115	1	0	0	0	1	0	0	0	1	0	0	0	1
"140"	"IZ_PA_PA10"	7	8	9	0.1607	6	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"141"	"IZ_PA_PAcamp"	9	12	16	0.1481	6	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"142"	"IZ_PA_POW"	8	10	12	0.15	6	5	1	2	0.25	2	0.21875	1	1	0.343288	0.35788023040581	0.178	0	0	0	0	1	0	0	0	1	0	0	0	1
"143"	"KAIS09_CONT"	58	100	534	0.0921	1	158	1	6	0.308214	9	0.276982	0.99	0.204	0.033686	0.0196938379005021	0	9801	819	42.015	28.996	0	9036	7147.24	1097.174	0.036	776	32.68	22.7142459636451	0
"144"	"KAIS09_REST"	73	135	744	0.0755	1	208	1	7	0.315987	9	0.296915	0.21	0.113	0.030236	0.016640108088507	0.001	13908	1047	53.826	34.98	0	12688	9145.057	1607.443	0.005	904	42.47	39.2712542980411	0
"145"	"kankila"	31	12	346	0.9301	1	43	1	2	0.043369	3	0.016644	1	0.809	0.025829	0.0360048622981551	0	24173	8264	6787.978	548.983	0.011	6635	5489.611	420.594	0.009	6635	5494.37	463.206820639408	0.02
"146"	"krylov"	10	10	73	0.73	1	20	1	3	0.1231	3	0.106305	0.19	1	0.110674	0.132862493451561	0.013	738	192	78.062	31.141	0.002	636	470.493	74.332	0.048	192	72.03	27.5854796381844	0
"147"	"kudva"	11	3	33	1	1	14	1	7	0	1	0	1	0.611	0.444709	0.11613541989744	0.165	165	0	0	0	1	30	30	0	1	0	0	0	1
"148"	"langley"	33	9	99	0.3333	1	42	1	3	0.309458	3	0.309254	0.05	0.249	0.048796	0.0485485256557122	0.011	357	80	9.441	6.4	0	150	171.032	48.795	0.642	47	6.36	5.76215447922253	0
"149"	"M_AF_001"	10	26	80	0.3077	1	36	1	5	0.289531	5	0.273828	0.7	0.546	0.113602	0.0729533397850008	0	292	21	1.894	2.483	0.001	164	95.572	44.347	0.078	13	0.97	1.72594579546662	0
"150"	"M_AF_002_01"	6	5	10	0.3333	1	11	1	4	0.44	4	0.41	0.81	1	0.337857	0.208471347800732	0.018	0	0	0	0	1	0	0	0	1	0	0	0	1
"151"	"M_AF_002_02"	2	4	4	0.5	2	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"152"	"M_AF_002_03"	3	2	4	0.6667	1	5	1	2	0.25	2	0.21875	1	1	0.338152	0.356358145724248	0.174	0	0	0	0	1	0	0	0	1	0	0	0	1
"153"	"M_AF_002_04"	4	5	8	0.4	1	9	1	3	0.4375	3	0.367188	0.89	1	0.249449	0.20549438274644	0.032	0	0	0	0	1	0	0	0	1	0	0	0	1
"154"	"M_AF_002_05"	3	4	6	0.5	1	7	1	2	0.333333	3	0.319444	0.74	1	0.178076	0.24282358517557	0.046	0	0	0	0	1	0	0	0	1	0	0	0	1
"155"	"M_AF_002_06"	4	4	7	0.4375	1	8	1	3	0.367347	2	0.357143	0.93	1	0.33	0.250824466336346	0.054	0	0	0	0	1	0	0	0	1	0	0	0	1
"156"	"M_AF_002_07"	2	3	3	0.5	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"157"	"M_AF_002_08"	5	3	7	0.4667	1	8	1	3	0.408163	3	0.377551	0.32	1	0.321564	0.252115362602242	0.053	0	0	0	0	1	0	0	0	1	0	0	0	1
"158"	"M_AF_002_09"	4	4	7	0.4375	1	8	1	3	0.387755	3	0.357143	0.84	1	0.306274	0.244689525496879	0.043	0	0	0	0	1	0	0	0	1	0	0	0	1
"159"	"M_AF_002_10"	4	5	6	0.3	3	5	1	2	0.25	2	0.21875	1	1	0.316644	0.353519359018995	0.163	0	0	0	0	1	0	0	0	1	0	0	0	1
"160"	"M_AF_002_11"	4	4	4	0.25	4	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"161"	"M_AF_002_12"	4	4	7	0.4375	1	8	1	3	0.387755	3	0.357143	0.86	1	0.30665	0.235039484042701	0.043	0	0	0	0	1	0	0	0	1	0	0	0	1
"162"	"M_AF_002_13"	4	4	6	0.375	2	6	1	2	0.32	3	0.26	1	1	0.206123	0.274939181319114	0.107	0	0	0	0	1	0	0	0	1	0	0	0	1
"163"	"M_AF_002_14"	5	5	8	0.32	2	8	1	3	0.367347	2	0.357143	0.84	1	0.322125	0.252925543798379	0.051	0	0	0	0	1	0	0	0	1	0	0	0	1
"164"	"M_AF_002_15"	4	5	7	0.35	2	7	1	3	0.333333	3	0.319444	0.78	1	0.383082	0.290695516235045	0.064	0	0	0	0	1	0	0	0	1	0	0	0	1
"165"	"M_AF_002_16"	4	3	4	0.3333	3	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"166"	"M_PA_001"	16	8	19	0.1484	6	9	1	2	0.375	2	0.367188	0.69	1	0.145738	0.189927522544311	0.015	0	0	0	0	1	0	0	0	1	0	0	0	1
"167"	"M_PA_002"	6	4	13	0.5417	1	10	1	3	0.248521	2	0.221893	0.4	1	0.224169	0.196540547026881	0.029	7	0	0	0	1	3	0.782	1.069	0.162	0	0	0	1
"168"	"M_PA_003"	24	15	45	0.125	4	28	1	4	0.580716	4	0.563915	0	0.85	0.109454	0.0819901351765337	0	13	11	0.103	0.358	0	13	3.425	2.088	0	11	0.13	0.544114515576093	0
"169"	"M_PA_004"	41	48	284	0.1443	1	89	1	5	0.305173	8	0.268746	0.95	0.484	0.044485	0.0302057968801547	0	2982	441	33.383	21.077	0	1933	651.675	307.115	0	339	17.96	14.982090318211	0
"170"	"M_PL_001"	84	101	361	0.0426	4	177	1	8	0.50909	8	0.503002	0	0.469	0.039873	0.0211791271403339	0	842	297	3.964	3.881	0	479	393.51	119.803	0.263	161	2.03	2.47188228283671	0
"171"	"M_PL_002"	43	64	196	0.0712	2	103	1	6	0.507396	8	0.499946	0	0.119	0.049441	0.0294468612357351	0.022	220	84	1.12	1.64	0	146	141.437	30.165	0.48	58	0.58	0.818720361480665	0
"172"	"M_PL_003"	36	25	81	0.09	1	61	1	7	0.587563	7	0.578189	0.09	0.722	0.0973	0.0507923208749104	0	18	11	0.088	0.361	0	9	2.704	2.219	0.016	5	0.02	0.14070529413629	0
"173"	"M_PL_004"	12	102	167	0.1364	2	112	1	5	0.478952	6	0.472982	0.69	0.48	0.037991	0.0260584335860957	0	282	12	1.764	2.799	0.014	118	40.088	25.432	0.008	12	1.39	3.03812475389047	0.02
"174"	"M_PL_005"	96	275	923	0.035	6	361	1	10	0.423537	14	0.401694	0.05	0.426	0.024904	0.0138250466876577	0	10584	930	20.469	17.07	0	8666	9465.248	900.464	0.806	749	18.32	15.8737951901042	0
"175"	"M_PL_006"	17	61	146	0.1408	1	78	1	5	0.399465	7	0.371716	0.99	0.615	0.051006	0.0391032611047855	0	537	57	3.88	5.233	0	389	372.142	118.943	0.563	36	2.27	3.38402366445865	0
"176"	"M_PL_007"	16	36	85	0.1476	2	50	1	6	0.423753	6	0.407384	0.78	1	0.102653	0.0596968366272728	0	129	7	0.339	0.817	0	72	75.985	29.917	0.625	7	0.23	0.617178329908861	0
"177"	"M_PL_008"	11	38	106	0.2536	1	49	1	5	0.35858	5	0.330011	0.41	0.219	0.08438	0.055897263833788	0.026	238	34	1.361	1.684	0	101	38.969	18.149	0.004	8	0.19	0.525991127935317	0
"178"	"M_PL_009"	24	118	242	0.0855	1	142	1	7	0.507923	8	0.495706	0.62	0.363	0.042654	0.0236257160411798	0	436	53	1.764	2.628	0	372	183.202	69.99	0.005	45	0.45	0.967919772950572	0
"179"	"M_PL_010"	31	76	456	0.1935	1	107	1	6	0.249091	6	0.22594	0.94	0.236	0.046837	0.0283130722646106	0	7363	334	35.838	19.188	0	4358	4143.883	793.283	0.401	200	20.56	12.8206903484212	0
"180"	"M_PL_011"	14	13	52	0.2857	1	27	1	5	0.329142	5	0.268861	0.99	0.816	0.153328	0.0969661531197915	0.001	89	11	0.385	0.867	0	64	35.271	23.505	0.16	11	0.35	0.770346898114313	0
"181"	"M_PL_012"	29	55	145	0.0909	1	84	1	6	0.458026	7	0.439738	0.96	0.646	0.06174	0.0359300900551525	0	371	56	1.675	2.63	0	216	216.104	72.362	0.491	52	2.05	3.6745782414483	0
"182"	"M_PL_013"	9	56	103	0.2044	1	65	1	6	0.444622	6	0.415732	0.94	0.909	0.075888	0.0459247268531511	0	203	7	0.311	0.906	0.001	134	78.49	39.615	0.09	7	0.44	1.13990961895842	0.01
"183"	"M_PL_014"	29	81	179	0.0762	2	108	1	7	0.492299	8	0.484677	0.44	0.658	0.060453	0.0324021865418476	0	291	20	0.762	1.658	0	218	85.943	66.419	0.021	15	0.7	1.86135608217409	0.01
"184"	"M_PL_015"	131	666	2933	0.0336	2	793	1	6	0.44156	8	0.406397	0	0.054	0.008125	0.00722160138241696	0	46862	15524	606.368	156.927	0	35899	40291.156	2515.284	0.951	14895	550.25	114.70686178871	0
"185"	"M_PL_016"	26	179	412	0.0885	1	205	1	7	0.468576	8	0.457624	0.01	0.615	0.029474	0.0161990040351786	0	1661	231	7.129	6.661	0	638	241.814	92.015	0	124	4.17	5.03132610990805	0
"186"	"M_PL_017"	25	79	299	0.1514	1	104	1	5	0.339851	5	0.308626	0.35	0.52	0.038076	0.0263958512832029	0	2800	277	20.063	16.652	0	1088	1162.892	372.456	0.572	183	13.36	14.7480661290033	0
"187"	"M_PL_018"	39	105	383	0.0935	1	144	1	6	0.378985	9	0.364458	0.21	0.107	0.034861	0.0204140739053579	0.006	1767	182	8.104	6.67	0	1353	1042.109	234.962	0.097	149	5.86	5.295357219377	0
"188"	"M_PL_019"	40	85	264	0.0776	2	123	1	7	0.411673	9	0.411485	0.79	0.208	0.04963	0.0265682700410278	0.002	835	80	1.864	2.479	0	587	643.681	105.783	0.718	71	1.38	1.94250697124446	0
"189"	"M_PL_020"	20	91	190	0.1044	2	109	1	5	0.464965	6	0.451569	0.09	0.288	0.038325	0.0262771738370941	0	537	84	2.624	4.136	0	466	376.634	118.041	0.282	73	1.57	2.81502103621686	0
"190"	"M_PL_021"	91	677	1193	0.0194	2	766	1	12	0.628991	15	0.618354	0	0.799	0.017045	0.00716284030823536	0	2799	596	2.802	5.185	0	1468	357.513	126.338	0	379	1.44	2.35839356385235	0
"191"	"M_PL_022"	21	45	83	0.0878	1	66	1	8	0.624764	8	0.621716	0.01	0.883	0.118786	0.0589811578470699	0	28	13	0.046	0.249	0	25	12.166	5.695	0.013	11	0.01	0.1	0
"192"	"M_PL_023"	23	72	125	0.0755	3	90	1	8	0.572091	9	0.559359	0.18	0.824	0.094173	0.0464978614790199	0	98	8	0.175	0.601	0	94	45.838	29.354	0.004	7	0.07	0.256432399976243	0
"193"	"M_PL_024"	11	18	38	0.1919	3	22	1	4	0.379247	4	0.35629	0.52	1	0.14771	0.107784235124351	0.001	29	3	0.407	0.804	0.045	23	13.015	7.622	0.149	3	0.39	0.777135376842023	0.06
"194"	"M_PL_025"	13	44	143	0.25	1	57	1	6	0.312534	4	0.297692	0.21	1	0.089896	0.0516628903395681	0	888	36	4.62	5.36	0.002	638	594.314	147.308	0.44	36	4.42	4.75708934012165	0
"195"	"M_PL_026"	105	54	204	0.036	4	150	1	8	0.563004	9	0.554229	1	0.715	0.126151	0.0405248128861746	0	143	22	0.134	0.781	0	72	8.891	9.805	0.001	21	0.08	0.50612411142092	0
"196"	"M_PL_027"	18	60	120	0.1111	2	75	1	6	0.556162	8	0.528404	0.03	0.729	0.070386	0.0423661408897942	0	86	61	0.527	1.204	0	75	9.828	6.021	0	61	0.51	0.915577865767204	0
"197"	"M_PL_028"	41	139	374	0.0656	1	180	1	8	0.477759	7	0.461301	0.03	0.396	0.03912	0.0212093714531439	0	1055	183	3.429	4.055	0	934	605.506	155.497	0.015	147	1.81	2.20511343302907	0
"198"	"M_PL_029"	49	118	346	0.0598	1	167	1	7	0.481648	8	0.468801	0.01	0.872	0.041077	0.0221801494591454	0	921	181	2.644	3.612	0	772	405.534	185.896	0.004	170	2.63	4.04683440319328	0
"199"	"M_PL_030"	28	53	109	0.0735	5	70	1	8	0.558769	8	0.54578	0.27	0.614	0.101842	0.0501145338450085	0	23	6	0.038	0.196	0	18	4.442	3.199	0	4	0.03	0.171446607997765	0
"200"	"M_PL_031"	48	49	156	0.0663	3	91	1	8	0.595092	8	0.573883	0	0.561	0.079404	0.0414853687439297	0	259	143	0.596	1.37	0	230	52.46	34.515	0	124	0.6	1.76383420737639	0
"201"	"M_PL_032"	7	33	65	0.2814	1	40	1	5	0.35716	5	0.329349	0.76	0.714	0.105244	0.068276263167459	0	159	0	0.126	0.496	1	14	13.775	10.524	0.4	0	0.07	0.355476632654857	1
"202"	"M_PL_033"	13	34	141	0.319	1	47	1	5	0.266435	4	0.238997	0.6	0.479	0.091499	0.0589721774798652	0.001	897	126	8.968	6.925	0	817	497.29	121.205	0.003	124	6.53	6.18642208241712	0
"203"	"M_PL_034"	26	128	312	0.0938	2	151	1	8	0.443319	8	0.420645	0.13	0.595	0.06515	0.0300132353186772	0	1498	141	3.344	6.496	0	611	317.084	150.585	0.04	44	0.3	0.674199862463242	0
"204"	"M_PL_035"	61	36	178	0.0811	1	97	1	6	0.481221	8	0.483651	0.03	0.901	0.050029	0.0290599146185538	0	303	60	1.378	2.396	0	277	186.35	52.295	0.014	54	1.06	1.48269478935614	0
"205"	"M_PL_036"	10	12	30	0.25	1	22	1	4	0.444444	4	0.419444	0.2	0.47	0.144606	0.107705028374432	0.009	12	6	0.175	0.45	0	6	1.897	1.784	0.047	5	0.16	0.486587789373795	0
"206"	"M_PL_037"	10	40	72	0.18	1	50	1	5	0.501157	6	0.479167	0.58	1	0.079711	0.0552164498617517	0	53	6	0.232	0.566	0.001	42	18.404	9.963	0.009	6	0.29	0.756053015083044	0
"207"	"M_PL_038"	8	42	79	0.2351	1	50	1	4	0.439994	6	0.408108	0.76	0.58	0.060655	0.0476223462553334	0	95	40	0.857	1.687	0	68	14.013	11.511	0	31	0.58	1.79325334957378	0
"208"	"M_PL_039"	17	51	129	0.1488	1	68	1	6	0.461451	6	0.46085	0	0.799	0.076973	0.0528019726839757	0	319	175	9.205	11.288	0	306	238.288	51.855	0.053	169	8.2	8.15506287560375	0
"209"	"M_PL_040"	29	43	114	0.0914	2	70	1	6	0.54554	6	0.53438	0	0.814	0.076834	0.0478008092124115	0	99	44	0.406	1.072	0	85	12.207	9.386	0	44	0.25	0.609271795844942	0
"210"	"M_PL_041"	31	43	145	0.1088	3	70	1	5	0.406524	6	0.398137	0.41	0.61	0.055031	0.0379241120829121	0	411	59	2.713	3.706	0	371	182.433	77.996	0.003	53	2.25	2.72798812166021	0
"211"	"M_PL_042"	12	6	25	0.3472	2	16	1	3	0.3125	3	0.288194	0.19	1	0.150793	0.13699252206636	0.007	35	10	0.59	1.3	0.001	30	8.755	9.057	0.064	10	0.45	1.07661084384791	0
"212"	"M_PL_043"	28	82	250	0.1089	1	110	1	7	0.404208	8	0.391816	0.36	0.303	0.055697	0.0324879155326354	0	751	93	3.394	3.585	0	488	349.099	106.122	0.091	54	2.03	3.12194901568966	0
"213"	"M_PL_044"	110	609	1125	0.0168	4	712	1	13	0.619743	19	0.619361	0	0.403	0.019095	0.00837939074093035	0	1651	513	1.924	3.083	0	1483	800.336	235.59	0	510	1.46	2.44296557652391	0
"214"	"M_PL_045"	17	26	63	0.1425	2	41	1	5	0.456035	6	0.441597	0.67	0.407	0.099414	0.0636769924176964	0.001	56	8	0.276	0.79	0.001	6	6.773	5.346	0.478	1	0.06	0.342893215995531	0.04
"215"	"M_PL_046"	16	44	278	0.3949	1	60	1	3	0.216798	3	0.189088	0	0.165	0.034388	0.0308378733123805	0.01	6329	858	206.386	60.018	0	3536	3417.868	645.92	0.425	473	127.59	55.2017594142093	0
"216"	"M_PL_047"	19	186	425	0.1203	1	205	1	7	0.419006	6	0.41076	0	0.612	0.029379	0.0168001072199734	0	3245	216	10.696	11.932	0	1751	609.883	239.645	0	182	8.44	10.0486895472077	0
"217"	"M_PL_048"	30	236	671	0.0948	1	266	1	6	0.384323	8	0.376496	0	0.744	0.018829	0.0120058277056977	0	8621	1043	55.427	33.626	0	6219	2895.715	862.709	0	879	44.81	28.7070522430438	0
"218"	"M_PL_049"	37	225	590	0.0709	1	262	1	7	0.446639	8	0.421442	0.14	0.065	0.025145	0.014355070290425	0.012	3887	736	16.531	17.03	0	2191	2290.857	474.536	0.582	425	9.12	11.4858542775385	0
"219"	"M_PL_050"	14	35	86	0.1755	1	49	1	4	0.426176	5	0.4255	0.08	1	0.059976	0.0465521269602639	0	138	31	2.453	2.937	0	96	24.108	14.618	0	31	2.98	3.04172997028356	0
"220"	"M_PL_051"	14	90	164	0.1302	1	104	1	6	0.490965	7	0.485332	0.14	0.79	0.049323	0.029644281985814	0	325	22	0.81	1.81	0	166	39.21	24.632	0.002	19	0.52	1.07759552765039	0
"221"	"M_PL_052"	15	39	92	0.1573	2	52	1	6	0.408646	6	0.397235	0.87	0.537	0.101564	0.0608995291989738	0	135	9	0.634	1.238	0.004	49	18.482	11.929	0.029	4	0.31	0.761378335452861	0.01
"222"	"M_PL_053"	99	294	589	0.0202	8	364	1	10	0.634205	11	0.642327	0	0.807	0.026958	0.0121395883622801	0	412	119	0.694	1.373	0	383	148.036	48.647	0	112	0.7	1.38898989531707	0
"223"	"M_PL_054"	113	318	773	0.0215	8	414	1	9	0.546585	11	0.541841	0	0.369	0.019587	0.00989476312689381	0	1640	307	4.415	5.677	0	1100	1293.473	186.016	0.849	249	4.79	6.30102605080548	0
"224"	"M_PL_055"	64	195	431	0.0345	3	253	1	11	0.561353	11	0.54207	0.64	0.413	0.039975	0.0217616622743977	0	564	159	0.799	1.54	0	415	481.572	64.867	0.846	123	0.86	1.79235187742956	0
"225"	"M_PL_056"	91	365	871	0.0262	1	456	1	9	0.548026	11	0.532003	0	0.144	0.017406	0.00853651193615027	0	2173	579	5.549	5.715	0	1975	1623.478	241.391	0.055	482	3.38	3.45177453996455	0
"226"	"M_PL_057"	114	883	1920	0.0191	1	997	1	11	0.544604	12	0.539805	0	0.689	0.01023	0.00461653684187751	0	14421	1890	44.919	31.955	0	13598	10804.287	1599.241	0.013	1757	29.33	21.8526077310344	0
"227"	"M_PL_058"	32	81	319	0.1231	2	111	1	6	0.341403	7	0.306624	0.91	0.386	0.045463	0.0283807698820715	0	2692	279	17.773	12.852	0	1481	1254.147	355.747	0.266	174	13.32	12.4809997009596	0
"228"	"M_PL_059"	13	13	71	0.4201	1	26	1	3	0.230113	5	0.169014	1	0.278	0.073828	0.0590560753524651	0.028	461	67	19.238	10.379	0.001	328	177.447	85.375	0.067	58	7.47	7.79465628919368	0
"229"	"M_PL_060_01"	11	39	95	0.2214	1	50	1	6	0.359114	7	0.329529	0.99	0.573	0.105471	0.0631301716897521	0	272	22	1.197	2.073	0	142	61.843	33.496	0.026	18	0.92	1.54841071992406	0
"230"	"M_PL_060_02"	12	38	107	0.2346	1	50	1	5	0.336623	6	0.315399	0.8	0.753	0.087705	0.0597102611808916	0	402	44	3.491	3.666	0	321	242.684	70.228	0.146	38	2.38	3.20599186499028	0
"231"	"M_PL_060_03"	13	45	130	0.2222	1	58	1	5	0.340296	6	0.332663	0.23	0.598	0.069662	0.0483864133926147	0	622	59	4.518	4.513	0	402	267.149	94.346	0.09	56	2.96	3.31180929524645	0
"232"	"M_PL_060_04"	21	46	134	0.1387	1	67	1	6	0.399421	7	0.371241	0.99	0.6	0.076769	0.0468844728326212	0	291	25	1.1	1.771	0	79	89.056	42.689	0.539	8	0.57	1.11241842284041	0
"233"	"M_PL_060_05"	33	54	144	0.0808	2	85	1	6	0.491418	9	0.474815	0.83	0.466	0.058186	0.0357364029316675	0	170	26	0.717	1.222	0	92	71.023	30.036	0.265	17	0.5	1.02985730108887	0
"234"	"M_PL_060_06"	26	45	96	0.0821	2	69	1	6	0.566205	8	0.550194	0.62	0.703	0.072872	0.0436458081901638	0	43	7	0.168	0.551	0	10	7.382	6.395	0.277	4	0.12	0.356186309210063	0
"235"	"M_PL_060_07"	29	39	108	0.0955	1	68	1	7	0.459448	7	0.457776	0.97	0.532	0.088383	0.0486974717491037	0	123	19	0.398	1.287	0	57	13.295	10.168	0.005	6	0.16	0.506921785850339	0
"236"	"M_PL_060_08"	19	28	72	0.1353	1	47	1	5	0.51331	5	0.501254	0.01	1	0.085485	0.055879695018095	0	70	23	0.435	0.949	0	54	8.735	6.087	0	23	0.41	0.911154224158578	0
"237"	"M_PL_060_09"	18	40	78	0.1083	2	56	1	6	0.522179	7	0.512228	0.85	0.552	0.089264	0.0533912626834291	0	45	3	0.114	0.386	0.006	31	16.555	9.684	0.109	2	0.06	0.342893215995531	0.01
"238"	"M_PL_060_10"	14	25	51	0.1457	3	35	1	5	0.483965	5	0.476676	0.2	0.898	0.116538	0.0765852326095172	0	23	8	0.263	0.8	0.001	19	2.354	2.391	0	7	0.13	0.393251147037697	0
"239"	"M_PL_060_11"	14	20	43	0.1536	1	34	1	5	0.547864	5	0.538399	0.1	0.83	0.122074	0.0824592994152877	0	10	4	0.025	0.156	0	8	1.009	1.18	0	4	0.07	0.355476632654857	0
"240"	"M_PL_060_12"	11	26	60	0.2098	2	35	1	4	0.399885	5	0.372163	0.73	0.753	0.087648	0.0674141287918249	0	81	11	0.945	1.519	0.001	24	9.048	6.23	0.037	9	0.77	1.27805881845647	0
"241"	"M_PL_060_13"	7	31	48	0.2212	2	36	1	5	0.449072	5	0.431417	0.8	0.705	0.115319	0.0768475424706853	0	22	0	0.124	0.549	1	4	2.629	2.775	0.259	0	0.32	1.00383104538402	1
"242"	"M_PL_060_14"	11	37	99	0.2432	1	48	1	5	0.335782	6	0.30752	0.93	0.822	0.087909	0.059178296611087	0	346	50	4.958	4.96	0	202	213.312	59.922	0.555	37	4.07	4.25275905688996	0
"243"	"M_PL_060_15"	14	37	131	0.2529	1	51	1	5	0.319678	5	0.298788	0.43	0.658	0.079584	0.0532764800575951	0	507	53	3.543	3.454	0	123	126.703	56.226	0.475	30	3.06	3.95126881552309	0
"244"	"M_PL_060_16"	17	39	114	0.1719	1	56	1	6	0.375115	6	0.364343	0.74	0.203	0.090917	0.054338759755922	0.033	296	22	1.128	1.724	0	233	131.285	49.043	0.019	7	0.3	0.594588390010563	0
"245"	"M_PL_060_17"	17	35	100	0.1681	1	52	1	4	0.4016	5	0.3941	0.31	0.57	0.059647	0.0469936037114605	0	173	45	2.867	3.249	0	90	36.857	18.75	0.01	36	2.28	2.48258581387076	0
"246"	"M_PL_060_18"	20	28	75	0.1339	1	48	1	7	0.460444	6	0.453422	0.53	0.766	0.131277	0.0707203481230023	0	89	8	0.233	0.635	0	60	24.113	15.073	0.024	8	0.08	0.272659924344291	0
